feature_id,name,feature_type,latitude,longitude,flood_risk
way/1055741442,,building,19.0324747,73.0216555,True
way/1101605600,DREAM APEX REALITY 24HIGH,building,19.0390346,73.0300621,True
way/1144507149,,building,19.0245615,73.0326056,True
way/1144507150,,building,19.0249286,73.0326621,True
way/1157814655,,building,19.0329477,73.0304583,True
way/1179666604,,building,19.0301601,73.0269598,True
way/1228983899,,building,19.0256299,73.0260781,True
way/1245319602,New RTO Office,building,19.0348425,73.0270341,True
way/1287562931,,building,19.0383632,73.0224795,True
way/1299281388,,building,19.0328135,73.0261603,True
way/1299281389,,building,19.0328266,73.0259484,True
way/1392835162,,building,19.0327358,73.0369154,True
way/1451298667,,building,19.0358575,73.0282375,True
way/1451298668,,building,19.0358804,73.0273499,True
way/1451298669,,building,19.0355329,73.0305301,True
relation/5275078,,building,19.0261767,73.0318242,True
relation/5275079,,building,19.0257753,73.0328245,True
relation/5275186,,building,19.0314253,73.0276039,True
relation/5283473,,building,19.0256837,73.0288778,True
relation/5284054,,building,19.0353222,73.0222147,True
relation/5284057,,building,19.0308685,73.0234808,True
relation/5284059,,building,19.0344033,73.0213106,True
relation/5284062,,building,19.0312146,73.0233614,True
relation/5284064,,building,19.0336257,73.0238839,True
relation/5284065,,building,19.0353067,73.0210575,True
relation/5288472,,building,19.0287621,73.0363867,True
relation/5289225,,building,19.0278032,73.02211,True
